List,Rank,Symbol,Exchange,Signal,Score,Confidence,IC10d,Price,Predicted,Return,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50,24,ELWS,,STRONG_BUY,57.3,MEDIUM (64%),0.139,5.66,5.89,+4.02%,,,,,,,,
Top 50,25,CCHH,,STRONG_BUY,53.7,MEDIUM (68%),0.198,9.99,9.39,-6.02%,,,,,,21.0,Consumer Cyclical,⚠️
Top 50,26,TMUSL,,STRONG_BUY,53.4,MEDIUM (68%),0.266,25.26,31.81,+25.91%,,,,,,,,
Top 50,27,ACT,,STRONG_BUY,56.3,MEDIUM (64%),0.159,38.93,47.9,+23.03%,,,,,12.7%,9.1,Financial Services,⚠️
Top 50,28,WGS,,STRONG_BUY,52.4,MEDIUM (69%),0.093,160.6,130.99,-18.44%,,,,,,,,
Top 50,29,COGT,,STRONG_BUY,53.5,MEDIUM (67%),0.052,40.22,33.84,-15.87%,,,,,,,,
Top 50,30,CBFV,,STRONG_BUY,52.6,MEDIUM (68%),0.123,34.02,40.46,+18.93%,,,,,1.8%,39.6,Financial Services,⚠️
Top 50,31,YHNAU,,STRONG_BUY,55.6,MEDIUM (64%),0.197,10.62,13.27,+24.94%,,,,,,,,
Top 50,32,JAZZ,,STRONG_BUY,52.7,MEDIUM (67%),0.073,172.12,185.42,+7.73%,,,,,,,,
Top 50,33,IMKTA,,STRONG_BUY,52.5,MEDIUM (67%),0.134,76.92,90.08,+17.11%,,,,,,,,
Top 50,34,PDLB,,STRONG_BUY,48.3,MEDIUM (73%),0.141,15.94,16.75,+5.07%,,,,,,,,
Top 50,35,PRPO,,STRONG_BUY,56.9,MEDIUM (62%),0.06,23.75,22.42,-5.61%,,,,,,,,
Top 50,36,ADAM,,STRONG_BUY,49.6,MEDIUM (71%),0.265,7.62,9.06,+18.92%,,,,,3.5%,41.9,Real Estate,⚠️
Top 50,37,ACLX,,STRONG_BUY,49.0,MEDIUM (71%),0.069,72.71,90.21,+24.07%,,,,,-47.2%,,Healthcare,⚠️
Top 50,38,COO,,STRONG_BUY,57.4,MEDIUM (61%),0.074,77.93,96.9,+24.34%,,,,,,,,
Top 50,39,KYMR,,STRONG_BUY,51.9,MEDIUM (67%),0.085,67.88,74.15,+9.23%,,,,,,,,
Top 50,40,OYSEU,,STRONG_BUY,54.9,MEDIUM (63%),0.26,10.25,12.96,+26.46%,,,,,,,,
Top 50,41,BPOPM,,STRONG_BUY,52.5,MEDIUM (65%),0.252,25.05,31.77,+26.83%,,,,,,,N/A,⚠️
Top 50,42,JBSS,,STRONG_BUY,49.7,MEDIUM (68%),0.123,72.63,85.42,+17.61%,,,,,,,,
Top 50,43,SHPD,,STRONG_BUY,54.3,MEDIUM (62%),0.168,18.21,23.27,+27.79%,,,,,,,,
Top 50,44,FMED,,STRONG_BUY,49.4,MEDIUM (68%),0.122,28.37,33.18,+16.96%,,,,,,,,
Top 50,45,PFG,,STRONG_BUY,48.8,MEDIUM (69%),0.196,84.82,103.29,+21.78%,,,,,,,,
Top 50,46,CSTR,,STRONG_BUY,53.4,MEDIUM (63%),0.202,20.1,24.69,+22.82%,,,,,,,,
Top 50,47,ADES,,STRONG_BUY,48.6,MEDIUM (69%),0.45,3.36,3.79,+12.67%,,,,,,,N/A,⚠️
Top 50,48,CNTA,,STRONG_BUY,50.7,MEDIUM (66%),0.076,29.03,30.43,+4.84%,,,,,,,,
Top 50,49,POWWP,,STRONG_BUY,53.0,MEDIUM (62%),0.098,24.47,31.33,+28.02%,,,,,,,,
Top 50,50,TBIL,,STRONG_BUY,54.4,MEDIUM (61%),0.486,49.88,63.46,+27.23%,,,,,,,,
,,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,MHUA,NASDAQ,,,,,    13.00,,,5496.21,330124,,,,,,
Top 20 Momentum,2,SMX,NASDAQ,,,,,    50.50,,,3335.37,7502105,,,,,,
Top 20 Momentum,3,WTO,NASDAQ,,,,,     1.22,,,2354.73,110716457,,,,,,
Top 20 Momentum,4,EPWK,NASDAQ,,,,,     1.42,,,1798.40,31392988,,,,,,
Top 20 Momentum,5,MESA,NASDAQ,,,,,    21.00,,,1490.91,210900,,,,,,
Top 20 Momentum,6,EZGO,NASDAQ,,,,,     2.23,,,1319.48,12181730,,,,,,
Top 20 Momentum,7,MBRX,NASDAQ,,,,,     6.63,,,1234.81,2105767,,,,,,
Top 20 Momentum,8,PHGE,AMEX,,,,,     4.70,,,1057.64,2048467,,,,,,
Top 20 Momentum,9,MTC,NASDAQ,,,,,     2.46,,,709.21,31324146,,,,,,
Top 20 Momentum,10,LGHL,NASDAQ,,,,,     5.63,,,682.53,56456,,,,,,
Top 20 Momentum,11,PLRZ,NASDAQ,,,,,     7.33,,,645.37,7665757,,,,,,
Top 20 Momentum,12,ASNS,NASDAQ,,,,,     3.11,,,578.00,1034152,,,-260.1%,,Technology,⚠️
Top 20 Momentum,13,XHLD,NASDAQ,,,,,     2.14,,,552.47,1205269,,,,,,
Top 20 Momentum,14,TLRY,NASDAQ,,,,,     7.71,,,521.77,36056385,,,,,,
Top 20 Momentum,15,JXG,NASDAQ,,,,,     3.75,,,495.24,397910,,,,,,
Top 20 Momentum,16,BLMZ,NASDAQ,,,,,     1.01,,,467.42,3250042,,,-129.0%,,Communication Services,⚠️
Top 20 Momentum,17,SQQQ,NASDAQ,,,,,    68.41,,,396.08,133002811,,,,,,
Top 20 Momentum,18,LPTX,NASDAQ,,,,,     2.05,,,391.14,113037153,,,,,,
Top 20 Momentum,19,MIGI,NASDAQ,,,,,     4.67,,,367.00,765444,,,,,,
Top 20 Momentum,20,RUBI,NASDAQ,,,,,     2.79,,,358.13,50723627,,,,,,
,,,,,,,,,,,,,,,,,,
Top 20 Volume,1,NVDA,NASDAQ,,,,,   181.46,,,,, 44146414181,-2.71,,,,
Top 20 Volume,2,QQQ,NASDAQ,,,,,   622.00,,,,, 39590505813,3.69,,,,
Top 20 Volume,3,TSLA,NASDAQ,,,,,   426.58,,,,, 36814598524,5.59,,,,
Top 20 Volume,4,GOOGL,NASDAQ,,,,,   314.89,,,,, 19551991451,7.54,,,,
Top 20 Volume,5,META,NASDAQ,,,,,   647.95,,,,, 13089558685,9.76,,,,
Top 20 Volume,6,MSFT,NASDAQ,,,,,   492.01,,,,, 12957686343,1.00,,,,
Top 20 Volume,7,AAPL,NASDAQ,,,,,   278.85,,,,, 12380251280,3.83,152.0%,34.1,Technology,⚠️
Top 20 Volume,8,GOOG,NASDAQ,,,,,   315.12,,,,, 12047912531,7.55,,,,
Top 20 Volume,9,AVGO,NASDAQ,,,,,   402.96,,,,, 11733468951,13.70,31.0%,69.4,Technology,⚠️
Top 20 Volume,10,AMD,NASDAQ,,,,,   217.53,,,,, 11321145055,-2.69,5.3%,128.3,Technology,⚠️
Top 20 Volume,11,AMZN,NASDAQ,,,,,   233.88,,,,, 10889568804,5.02,24.3%,34.4,Consumer Cyclical,⚠️
Top 20 Volume,12,PLTR,NASDAQ,,,,,   165.77,,,,,  8944311207,0.21,,,,
Top 20 Volume,13,TQQQ,NASDAQ,,,,,    54.54,,,,,  6605989221,9.03,,,,
Top 20 Volume,14,MU,NASDAQ,,,,,   239.49,,,,,  6306239025,6.01,,,,
Top 20 Volume,15,IBIT,NASDAQ,,,,,    51.03,,,,,  5097692259,0.59,,,,
Top 20 Volume,16,MSTR,NASDAQ,,,,,   181.33,,,,,  4777194639,-2.77,,,,
Top 20 Volume,17,SMH,NASDAQ,,,,,   347.71,,,,,  4060333860,2.44,,,,
Top 20 Volume,18,HOOD,NASDAQ,,,,,   123.24,,,,,  3890293680,4.30,,,,
Top 20 Volume,19,NFLX,NASDAQ,,,,,   109.35,,,,,  3665269493,-0.59,,,,
Top 20 Volume,20,SQQQ,NASDAQ,,,,,    68.41,,,,,  3558462537,-9.51,,,,
