List,Rank,Symbol,Exchange,Signal,Score,Confidence,IC10d,Price,Predicted,Return,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 20 Volume,9,AVGO,NASDAQ,,,,,   402.96,,,,, 11361164550,18.34
Top 20 Volume,10,AMZN,NASDAQ,,,,,   233.88,,,,, 11254628095,5.09
Top 20 Volume,11,AMD,NASDAQ,,,,,   217.53,,,,, 11146459951,-5.54
Top 20 Volume,12,PLTR,NASDAQ,,,,,   165.77,,,,,  8933064959,-0.93
Top 20 Volume,13,TQQQ,NASDAQ,,,,,    54.54,,,,,  7602880895,10.90
Top 20 Volume,14,MU,NASDAQ,,,,,   239.49,,,,,  6486142923,4.81
Top 20 Volume,15,SQQQ,NASDAQ,,,,,    68.41,,,,,  5543190976,344.80
Top 20 Volume,16,IBIT,NASDAQ,,,,,    51.03,,,,,  4920238381,-3.10
Top 20 Volume,17,MSTR,NASDAQ,,,,,   181.33,,,,,  4699297816,-12.32
Top 20 Volume,18,SMH,NASDAQ,,,,,   347.71,,,,,  4122706569,4.33
Top 20 Volume,19,HOOD,NASDAQ,,,,,   123.24,,,,,  3849408521,7.82
Top 20 Volume,20,NFLX,NASDAQ,,,,,   109.35,,,,,  3773757467,-4.15
