List,Rank,Symbol,Exchange,Signal,Score,Confidence,IC10d,Price,Predicted,Return,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 20 Volume,5,MSFT,NASDAQ,,,,,   483.16,,,,, 11068790390,-1.80,,,,
Top 20 Volume,6,META,NASDAQ,,,,,   673.42,,,,, 10990297118,3.93,,,,
Top 20 Volume,7,GOOGL,NASDAQ,,,,,   314.89,,,,, 10580541585,-1.65,,,,
Top 20 Volume,8,GOOG,NASDAQ,,,,,   320.62,,,,,  8429867364,0.16,,,,
Top 20 Volume,9,AVGO,NASDAQ,,,,,   390.24,,,,,  7855958708,-3.16,31.0%,69.4,Technology,⚠️
Top 20 Volume,10,AMZN,NASDAQ,,,,,   233.88,,,,,  7385230982,0.28,24.3%,34.4,Consumer Cyclical,⚠️
Top 20 Volume,11,AMD,NASDAQ,,,,,   221.42,,,,,  6325623911,1.79,5.3%,128.3,Technology,⚠️
Top 20 Volume,12,NFLX,NASDAQ,,,,,   100.24,,,,,  5085345875,-6.82,,,,
Top 20 Volume,13,MU,NASDAQ,,,,,   263.71,,,,,  5060449039,11.51,,,,
Top 20 Volume,14,PLTR,NASDAQ,,,,,   177.92,,,,,  4964269717,5.62,,,,
Top 20 Volume,15,MSTR,NASDAQ,,,,,   178.99,,,,,  4571737313,1.02,,,,
Top 20 Volume,16,INTC,NASDAQ,,,,,    40.50,,,,,  4027365547,-0.15,,,,
Top 20 Volume,17,TQQQ,NASDAQ,,,,,    55.80,,,,,  3642279531,2.31,,,,
Top 20 Volume,18,IBIT,NASDAQ,,,,,    50.69,,,,,  3060692369,-1.67,,,,
Top 20 Volume,19,HOOD,NASDAQ,,,,,   135.66,,,,,  2986299347,5.58,,,,
Top 20 Volume,20,TLT,NASDAQ,,,,,    87.88,,,,,  2878028169,-2.58,,,,
