List,Rank,Symbol,Exchange,Signal,Score,Confidence,IC10d,Price,Predicted,Return,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50,48,GFF,,STRONG_BUY,51.5,MEDIUM (73%),0.145,73.9,90.45,+22.40%,,,,
Top 50,49,HAL,,STRONG_BUY,53.7,MEDIUM (70%),0.193,28.45,33.08,+16.26%,,,,
Top 50,50,NREF,,STRONG_BUY,55.9,MEDIUM (67%),0.103,15.09,18.71,+23.97%,,,,
,,,,,,,,,,,,,,
Top 20 Momentum,1,HPP,NYSE,,,,,    13.94,,,545.37,6582011,,
Top 20 Momentum,2,ANVS,NYSE,,,,,     4.41,,,109.00,5063607,,
Top 20 Momentum,3,DBI,NYSE,,,,,     7.20,,,89.47,1135046,,
Top 20 Momentum,4,SPRU,NYSE,,,,,     5.19,,,70.16,931411,,
Top 20 Momentum,5,EVTL,NYSE,,,,,     7.28,,,66.21,2173943,,
Top 20 Momentum,6,EB,NYSE,,,,,     4.43,,,62.87,2442966,,
Top 20 Momentum,7,INSP,NYSE,,,,,   143.99,,,58.95,1688699,,
Top 20 Momentum,8,MAGN,NYSE,,,,,    14.06,,,57.98,1713991,,
Top 20 Momentum,9,NRDY,NYSE,,,,,     1.32,,,49.09,1078901,,
Top 20 Momentum,10,ACVA,NYSE,,,,,     8.15,,,48.45,4530497,,
Top 20 Momentum,11,OWLT,NYSE,,,,,    14.59,,,48.42,275449,,
Top 20 Momentum,12,MH,NYSE,,,,,    16.76,,,47.41,740317,,
Top 20 Momentum,13,VSCO,NYSE,,,,,    50.65,,,44.84,3044027,,
Top 20 Momentum,14,AP,NYSE,,,,,     2.89,,,41.67,239935,,
Top 20 Momentum,15,DBRG,NYSE,,,,,    15.08,,,41.60,6270514,,
Top 20 Momentum,16,TLYS,NYSE,,,,,     1.96,,,41.01,382583,,
Top 20 Momentum,17,HLF,NYSE,,,,,    12.57,,,38.74,2132045,,
Top 20 Momentum,18,ANF,NYSE,,,,,    94.87,,,36.13,2608534,,
Top 20 Momentum,19,DIN,NYSE,,,,,    34.49,,,35.41,509965,,
Top 20 Momentum,20,NVRI,NYSE,,,,,    18.22,,,34.66,2596626,,
,,,,,,,,,,,,,,
Top 20 Volume,1,ORCL,NYSE,,,,,   214.33,,,,,  4139982813,4.57
Top 20 Volume,2,LLY,NYSE,,,,,  1014.49,,,,,  3293350385,-8.14
Top 20 Volume,3,CRM,NYSE,,,,,   259.53,,,,,  2816256705,13.75
Top 20 Volume,4,TSM,NYSE,,,,,   292.93,,,,,  2565251283,1.02
Top 20 Volume,5,WMT,NYSE,,,,,   115.06,,,,,  2364421443,5.46
Top 20 Volume,6,JPM,NYSE,,,,,   315.04,,,,,  2335421584,2.41
Top 20 Volume,7,BA,NYSE,,,,,   206.27,,,,,  2065882282,10.35
Top 20 Volume,8,SNOW,NYSE,,,,,   225.31,,,,,  2041245851,-9.39
Top 20 Volume,9,V,NYSE,,,,,   329.61,,,,,  2009099125,-1.25
Top 20 Volume,10,UNH,NYSE,,,,,   323.60,,,,,  1986550089,-1.85
Top 20 Volume,11,BAC,NYSE,,,,,    53.90,,,,,  1829103864,1.72
Top 20 Volume,12,GS,NYSE,,,,,   866.69,,,,,  1695853840,6.21
Top 20 Volume,13,XOM,NYSE,,,,,   118.25,,,,,  1678830410,3.03
Top 20 Volume,14,HD,NYSE,,,,,   349.91,,,,,  1624087189,-1.56
Top 20 Volume,15,BABA,NYSE,,,,,   158.13,,,,,  1602873735,0.34
Top 20 Volume,16,JNJ,NYSE,,,,,   201.62,,,,,  1567979485,-2.86
Top 20 Volume,17,GEV,NYSE,,,,,   631.32,,,,,  1553472349,7.05
Top 20 Volume,18,PG,NYSE,,,,,   139.63,,,,,  1533363508,-5.81
Top 20 Volume,19,CRCL,NYSE,,,,,    88.88,,,,,  1421484494,22.36
Top 20 Volume,20,BE,NYSE,,,,,   109.44,,,,,  1352755190,8.21
