List,Rank,Symbol,Exchange,Signal,Score,Confidence,IC10d,Price,Predicted,Return,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 20 Momentum,15,IDR,AMEX,,,,,    38.92,,,21.63,426837,,
Top 20 Momentum,16,WRN,AMEX,,,,,     2.52,,,21.15,1129838,,
Top 20 Momentum,17,MAIA,AMEX,,,,,     1.35,,,20.54,539795,,
Top 20 Momentum,18,LGCY,AMEX,,,,,    10.48,,,19.50,77864,,
Top 20 Momentum,19,ELA,AMEX,,,,,    13.20,,,19.24,68610,,
Top 20 Momentum,20,ITRG,AMEX,,,,,     3.62,,,18.69,1932961,,
,,,,,,,,,,,,,,
Top 20 Volume,1,BMNR,AMEX,,,,,    39.21,,,,,  2102486673,23.53
Top 20 Volume,2,LEU,AMEX,,,,,   268.50,,,,,    194055187,5.62
Top 20 Volume,3,BTG,AMEX,,,,,     4.56,,,,,    133451988,2.01
Top 20 Volume,4,UUUU,AMEX,,,,,    15.40,,,,,    129666388,7.24
Top 20 Volume,5,NGD,AMEX,,,,,     7.69,,,,,    113362894,-1.91
Top 20 Volume,6,DNN,AMEX,,,,,     2.84,,,,,    111928361,10.94
Top 20 Volume,7,AAP,AMEX,,,,,    52.47,,,,,     66377076,1.90
Top 20 Volume,8,IMO,AMEX,,,,,    90.70,,,,,     58630637,-8.14
Top 20 Volume,9,IE,AMEX,,,,,    14.91,,,,,     40386585,15.05
Top 20 Volume,10,VZLA,AMEX,,,,,     4.96,,,,,     32166162,7.36
Top 20 Volume,11,PLMR,AMEX,,,,,   117.85,,,,,     27544648,-4.92
Top 20 Volume,12,ORLA,AMEX,,,,,    12.42,,,,,     26877276,-7.86
Top 20 Volume,13,CHOW,AMEX,,,,,    11.70,,,,,     25357687,29.86
Top 20 Volume,14,NG,AMEX,,,,,     9.84,,,,,     19998452,2.39
Top 20 Volume,15,UMAC,AMEX,,,,,    10.67,,,,,     19677035,25.38
Top 20 Volume,16,PMI,AMEX,,,,,     3.05,,,,,     19007608,45.93
Top 20 Volume,17,GROY,AMEX,,,,,     4.08,,,,,     17946905,2.51
Top 20 Volume,18,TMQ,AMEX,,,,,     4.66,,,,,     16956341,17.38
Top 20 Volume,19,USAS,AMEX,,,,,     4.95,,,,,     15103354,16.20
Top 20 Volume,20,IDR,AMEX,,,,,    38.92,,,,,     14533091,6.11
