List,Rank,Symbol,Exchange,Signal,Score,Confidence,IC10d,Price,Predicted,Return,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50,36,HUSA,,BUY,13.2,LOW (41%),0.081,3.53,7.5,+112.50%,,,,
Top 50,37,DIT,,BUY,11.6,LOW (40%),0.106,113.0,121.57,+7.58%,,,,
Top 50,38,EVE,,BUY,11.0,LOW (36%),0.133,11.27,11.81,+4.79%,,,,
,,,,,,,,,,,,,,
Top 20 Momentum,1,MHUA,NASDAQ,,,,,    13.00,,,5496.21,330124,,
Top 20 Momentum,2,SMX,NASDAQ,,,,,    50.50,,,3335.37,7502105,,
Top 20 Momentum,3,WTO,NASDAQ,,,,,     1.22,,,2354.73,110716457,,
Top 20 Momentum,4,EPWK,NASDAQ,,,,,     1.42,,,1798.40,31392988,,
Top 20 Momentum,5,MESA,NASDAQ,,,,,    21.00,,,1490.91,210900,,
Top 20 Momentum,6,EZGO,NASDAQ,,,,,     2.23,,,1319.48,12181730,,
Top 20 Momentum,7,MBRX,NASDAQ,,,,,     6.63,,,1234.81,2105767,,
Top 20 Momentum,8,PHGE,AMEX,,,,,     4.70,,,1057.64,2048467,,
Top 20 Momentum,9,MTC,NASDAQ,,,,,     2.46,,,709.21,31324146,,
Top 20 Momentum,10,LGHL,NASDAQ,,,,,     5.63,,,682.53,56456,,
Top 20 Momentum,11,PLRZ,NASDAQ,,,,,     7.33,,,645.37,7665757,,
Top 20 Momentum,12,ASNS,NASDAQ,,,,,     3.11,,,578.00,1034152,,
Top 20 Momentum,13,XHLD,NASDAQ,,,,,     2.14,,,552.47,1205269,,
Top 20 Momentum,14,TLRY,NASDAQ,,,,,     7.71,,,521.77,36056385,,
Top 20 Momentum,15,JXG,NASDAQ,,,,,     3.75,,,495.24,397910,,
Top 20 Momentum,16,BLMZ,NASDAQ,,,,,     1.01,,,467.42,3250042,,
Top 20 Momentum,17,SQQQ,NASDAQ,,,,,    68.41,,,396.08,133002811,,
Top 20 Momentum,18,LPTX,NASDAQ,,,,,     2.05,,,391.14,113037153,,
Top 20 Momentum,19,MIGI,NASDAQ,,,,,     4.67,,,367.00,765444,,
Top 20 Momentum,20,RUBI,NASDAQ,,,,,     2.79,,,358.13,50723627,,
,,,,,,,,,,,,,,
Top 20 Volume,1,NVDA,NASDAQ,,,,,   181.46,,,,, 44146414181,-2.71
Top 20 Volume,2,QQQ,NASDAQ,,,,,   622.00,,,,, 39590505813,3.69
Top 20 Volume,3,TSLA,NASDAQ,,,,,   426.58,,,,, 36814598524,5.59
Top 20 Volume,4,GOOGL,NASDAQ,,,,,   314.89,,,,, 19551991451,7.54
Top 20 Volume,5,META,NASDAQ,,,,,   647.95,,,,, 13089558685,9.76
Top 20 Volume,6,MSFT,NASDAQ,,,,,   492.01,,,,, 12957686343,1.00
Top 20 Volume,7,AAPL,NASDAQ,,,,,   278.85,,,,, 12380251280,3.83
Top 20 Volume,8,GOOG,NASDAQ,,,,,   315.12,,,,, 12047912531,7.55
Top 20 Volume,9,AVGO,NASDAQ,,,,,   402.96,,,,, 11733468951,13.70
Top 20 Volume,10,AMD,NASDAQ,,,,,   217.53,,,,, 11321145055,-2.69
Top 20 Volume,11,AMZN,NASDAQ,,,,,   233.88,,,,, 10889568804,5.02
Top 20 Volume,12,PLTR,NASDAQ,,,,,   165.77,,,,,  8944311207,0.21
Top 20 Volume,13,TQQQ,NASDAQ,,,,,    54.54,,,,,  6605989221,9.03
Top 20 Volume,14,MU,NASDAQ,,,,,   239.49,,,,,  6306239025,6.01
Top 20 Volume,15,IBIT,NASDAQ,,,,,    51.03,,,,,  5097692259,0.59
Top 20 Volume,16,MSTR,NASDAQ,,,,,   181.33,,,,,  4777194639,-2.77
Top 20 Volume,17,SMH,NASDAQ,,,,,   347.71,,,,,  4060333860,2.44
Top 20 Volume,18,HOOD,NASDAQ,,,,,   123.24,,,,,  3890293680,4.30
Top 20 Volume,19,NFLX,NASDAQ,,,,,   109.35,,,,,  3665269493,-0.59
Top 20 Volume,20,SQQQ,NASDAQ,,,,,    68.41,,,,,  3558462537,-9.51
